,Unnamed: 0,Text,Label,LabelCategory,Category
177,178,I didn't change it.,CEC-R,CEC-R,1
178,179,I did to measure amperage.,CEC-R,CEC-R,1
179,180,ill do the math and yall can check me,CEC-R,CEC-R,1
180,181,Possibly but I'm not sure. I'll change mine now.,CEC-R,CEC-R,1
181,182,i changed mine,CEC-R,CEC-R,1
182,183,"i'm already did the calculation, the current 0.0222A",CEC-R,CEC-R,1
183,184,I did that,CEC-R,CEC-R,1
184,185,I put mine at 560,CEC-R,CEC-R,1
185,186,"so i just went from 560 to 470, and my voltage went down",CEC-R,CEC-R,1
186,187,I changed mine back to 220 and I'm at 2.15 and I need 2.18,CEC-R,CEC-R,1
187,188,I'll try going up,CEC-R,CEC-R,1
188,189,I cannged to 680 and I'm now at 5.35,CEC-R,CEC-R,1
189,190,let me tweek mine up and down and tell me what happens,CEC-R,CEC-R,1
190,191,I changed mine to 330,CEC-R,CEC-R,1
191,192,"Okay, mine is good",CEC-R,CEC-R,1
192,193,I'll lower mine,CEC-R,CEC-R,1
193,194,"I lowered mine some more, hopefully giving you guys some head room. What are your values now?",CEC-R,CEC-R,1
194,195,"I've just been lowering mine, I've hit 10 ohm",CEC-R,CEC-R,1
195,196,I raised mine up to 82 ohm,CEC-R,CEC-R,1
196,197,I dropped my resistance,CEC-R,CEC-R,1
197,198,im testing something,CEC-R,CEC-R,1
198,199,i raised my resistance,CEC-R,CEC-R,1
199,200,i have it entered,CEC-R,CEC-R,1
200,201,I am trying to spot match it,CEC-R,CEC-R,1
201,202,I'll drop mine and we'll what happens.,CEC-R,CEC-R,1
202,203,"Guitar, okay now I'll add mine in. 220 Ohms from me.",CEC-R,CEC-R,1
203,204,horn now just keep changing your resistance until you get to 4.25 V. It might work,CEC-R,CEC-R,1
204,205,I'll change mine to one setting lower.,CEC-R,CEC-R,1
205,206,Who's changing their resistor? I'm not touching mine.,CEC-R,CEC-R,1
206,207,i will,CEC-R,CEC-R,1
207,208,I changed mine to 3.9m Ohms and have 4.14 on mine.,CEC-R,CEC-R,1
208,209,i keep hovering between 1 and 4,CEC-R,CEC-R,1
209,210,Try changing it. I won't touch mine.,CEC-R,CEC-R,1
210,211,"Okay, I can't change it without it going out of bounds.",CEC-R,CEC-R,1
211,212,nevermind I got it,CEC-R,CEC-R,1
212,213,Not going to lie I'm just kind of playing guess and check with these resistor values,CEC-R,CEC-R,1
213,214,i changed mine to that,CEC-R,CEC-R,1
214,215,trying to figure out how to get e again,CEC-R,CEC-R,1
215,216,10.95 mA for current actually. needed to break the circuit,CEC-R,CEC-R,1
216,217,what i am going to do is break the circuit on my end and measure the current,CEC-R,CEC-R,1
217,218,i just put my circuit back together,CEC-R,CEC-R,1
218,219,alright ill keep mine together,CEC-R,CEC-R,1
219,220,ill keep mine together,CEC-R,CEC-R,1
220,221,okay no one touch anything and I will measure current,CEC-R,CEC-R,1
221,222,im going to leave mine at 560 ohms and 5.4 for now,CEC-R,CEC-R,1
222,223,okay so that gave me 398 but the closest resistance to choose from in 390 so i chose that and my meter is now reading 4.42,CEC-R,CEC-R,1
223,224,"ok aweseome, so now since lion got theres, i can get mine",CEC-R,CEC-R,1
224,225,hmm well i wont touch anything,CEC-R,CEC-R,1
225,226,so im going to use that as my current and change my resistance now and then i will tell you my voltage,CEC-R,CEC-R,1
226,227,already there,CEC-R,CEC-R,1
227,228,there,CEC-R,CEC-R,1
228,229,there,CEC-R,CEC-R,1
229,230,mines set,CEC-R,CEC-R,1
230,231,set,CEC-R,CEC-R,1
231,232,set,CEC-R,CEC-R,1
232,233,using 470??,CEC-R,CEC-R,1
233,234,let me try,CEC-R,CEC-R,1
234,235,using 330 ohms,CEC-R,CEC-R,1
235,236,3.86 at 390ohm gonna try back up to 470,CEC-R,CEC-R,1
236,237,i'll adjust next,CEC-R,CEC-R,1
237,238,ok ill change to 470,CEC-R,CEC-R,1
238,239,ok my next jump is to 560 which is 90 more who has the least jump in ohms,CEC-R,CEC-R,1
239,240,ill go up one resistor,CEC-R,CEC-R,1
240,241,i'll adjust,CEC-R,CEC-R,1
241,242,set,CEC-R,CEC-R,1
242,243,ok im going to adjust mine now 1 resistor at time,CEC-R,CEC-R,1
243,244,ill go up,CEC-R,CEC-R,1
244,245,I will,CEC-R,CEC-R,1
245,246,Okay I will try 390,CEC-R,CEC-R,1
246,247,okay so now i need to try to get my goal,CEC-R,CEC-R,1
247,248,1 sec I going to try to adjust mine I will try 270 then 390,CEC-R,CEC-R,1
248,249,I changed mine to 120 ohms and I'm close to 1.18 V: 1.12,CEC-R,CEC-R,1
249,250,okay let me try changing my resistance,CEC-R,CEC-R,1
250,251,ok I bump mine to 1k and really high now,CEC-R,CEC-R,1
251,252,Okay let me bump mine up,CEC-R,CEC-R,1
252,253,I need to raise mine,CEC-R,CEC-R,1
253,254,I was doing r/v=i which got me mixed up,CEC-R,CEC-R,1
254,255,That was me cuz i needed to to measure current. Our current is 10.18 millAmps,CEC-R,CEC-R,1
255,256,I tried: total R x I,CEC-R,CEC-R,1
256,257,okay stay there. next i'll increase mine,CEC-R,CEC-R,1
257,258,"just dropped to .77, let me try some others now",CEC-R,CEC-R,1
258,259,ok i changed to 560,CEC-R,CEC-R,1
259,260,i figured I based on my resistor and then calculated v on R0 using that.,CEC-R,CEC-R,1
260,261,i just plugged it back in,CEC-R,CEC-R,1
261,262,I calculated my resistance to be 390 ohms,CEC-R,CEC-R,1
262,263,I've connected mine,CEC-R,CEC-R,1
263,264,I'm doing the example he gave in class with 7R and 220 ohms etc,CEC-R,CEC-R,1
264,265,i changed the resistance to 180 Ohms on mine... dont know if yours is the same though,CEC-R,CEC-R,1
265,266,i changed mine to 560 ohms and now read 7.21 volts,CEC-R,CEC-R,1
266,267,I already did that several times. either way I go . Im too high or too low,CEC-R,CEC-R,1
267,268,I went low.,CEC-R,CEC-R,1
268,269,Ok. it changed mine too but not target goal,CEC-R,CEC-R,1
269,270,im going to 140. that was my too high,CEC-R,CEC-R,1
270,271,im doing the math from class today. almost done,CEC-R,CEC-R,1
271,272,okay so now i will try to change mine and see if yours changes to closer or further,CEC-R,CEC-R,1
272,273,im changing now to 220,CEC-R,CEC-R,1
273,274,i was trying to figure out how to arrange the resistors in my drowing,CEC-R,CEC-R,1
274,275,"give me a sec, ill calculate",CEC-R,CEC-R,1
275,276,I calculated the current for R1 to be 17.6mA,CEC-R,CEC-R,1
276,277,i used a 180 ohm resistor,CEC-R,CEC-R,1
277,278,that is what I calculated it should be around,CEC-R,CEC-R,1
278,279,i did 12- all of the other voltage drops we need,CEC-R,CEC-R,1
279,280,then divide that by 680,CEC-R,CEC-R,1
280,281,i changed mine to 100,CEC-R,CEC-R,1
281,282,It wont let me,CEC-R,CEC-R,1
282,283,I might've miss typed into the calc,CEC-R,CEC-R,1
283,284,I just added all those numbers together,CEC-R,CEC-R,1
284,285,I just added them...,CEC-R,CEC-R,1
285,286,doing that...,CEC-R,CEC-R,1
286,287,i entered 17v,CEC-R,CEC-R,1
287,288,i set my resistance to 150,CEC-R,CEC-R,1
288,289,i did,CEC-R,CEC-R,1
289,290,lol so i just stay,CEC-R,CEC-R,1
290,291,i need to lower my resistance and plum needs to increase resistance,CEC-R,CEC-R,1
291,292,um I found the voltage for R0 and then divided it by 330,CEC-R,CEC-R,1
292,293,Thats how i found the voltage^^,CEC-R,CEC-R,1
293,294,done,CEC-R,CEC-R,1
294,295,done,CEC-R,CEC-R,1
295,296,I entered the value for E,CEC-R,CEC-R,1
296,297,i did,CEC-R,CEC-R,1
297,298,ok i did 17-(3.76+2.09+9.48),CEC-R,CEC-R,1
298,299,i put it on the two wires and I'm at 2.62,CEC-R,CEC-R,1
299,300,i just disconnected mine,CEC-R,CEC-R,1
300,301,and put the reader on the two wires,CEC-R,CEC-R,1
301,302,done,CEC-R,CEC-R,1
302,303,i chose 330,CEC-R,CEC-R,1
303,304,i'll do it real quick,CEC-R,CEC-R,1
304,305,done,CEC-R,CEC-R,1
305,306,done,CEC-R,CEC-R,1
306,307,I fixed it,CEC-R,CEC-R,1
307,308,my bad i was just checking the current with the meter,CEC-R,CEC-R,1
308,309,alright i set mine to 470,CEC-R,CEC-R,1
309,310,"i set the resistance of mine to an arbirarily high value, so the other resistances will be insignificant",CEC-R,CEC-R,1
310,311,did that,CEC-R,CEC-R,1
311,312,i changed one band color to orange which was a lower number,CEC-R,CEC-R,1
312,313,ill go firsy,CEC-R,CEC-R,1
313,314,ok so me and dog move ohms down a bit,CEC-R,CEC-R,1
314,315,"it reset foe me, ill fix it",CEC-R,CEC-R,1
315,316,i can try changing mine,CEC-R,CEC-R,1
316,317,i left our RO,CEC-R,CEC-R,1
317,318,i just moved mine up and now im at 4.29,CEC-R,CEC-R,1
318,319,I haven't changed mine but now I'm at 1.38,CEC-R,CEC-R,1
319,320,here ill try,CEC-R,CEC-R,1
320,321,i can try going down one,CEC-R,CEC-R,1
321,322,i'll try,CEC-R,CEC-R,1
322,323,I went down to 120  ohms did that do anything,CEC-R,CEC-R,1
323,324,I went down to 1.49,CEC-R,CEC-R,1
324,325,ill do it,CEC-R,CEC-R,1
325,326,i went down one and now im at 3.95,CEC-R,CEC-R,1
326,327,same i clicked through the resistors to find one close to my goal but theres not one exact,CEC-R,CEC-R,1
327,328,that im changing the value of,CEC-R,CEC-R,1
328,329,let me change resistance,CEC-R,CEC-R,1
329,330,this is the closest i can get,CEC-R,CEC-R,1
330,331,let me do it again,CEC-R,CEC-R,1
331,332,i have  gone to a diifferent number to see if you lot can increase mine,CEC-R,CEC-R,1
332,333,im about to change,CEC-R,CEC-R,1
333,334,i changed my resistor to 270ohm,CEC-R,CEC-R,1
334,335,i increase mine to 470 and got a whole lot closer,CEC-R,CEC-R,1
335,336,increased my resistor,CEC-R,CEC-R,1
336,337,went back,CEC-R,CEC-R,1
337,338,gimmie a sec,CEC-R,CEC-R,1
338,339,dont ask me how was just messin around,CEC-R,CEC-R,1
339,340,i typed 17.47,CEC-R,CEC-R,1
340,341,i typed 17 V,CEC-R,CEC-R,1
341,342,idk what is right value but i am just trying to calculate it so that we have rough value,CEC-R,CEC-R,1
342,343,ight i went up one,CEC-R,CEC-R,1
343,344,I dont want to keep chanigng it if it's going to change others,CEC-R,CEC-R,1
344,345,I've been trying different numbers,CEC-R,CEC-R,1
345,346,Yeah i went up one when you went down,CEC-R,CEC-R,1
346,347,Ok I'm gonna give this a shot,CEC-R,CEC-R,1
347,348,i was adding 330 + my circuit + circuit 2 + circuit 3 for the total resistance,CEC-R,CEC-R,1
348,349,let me decrease mine,CEC-R,CEC-R,1
349,350,done,CEC-R,CEC-R,1
350,351,done,CEC-R,CEC-R,1
351,352,And I'll set it to 270,CEC-R,CEC-R,1
352,353,done,CEC-R,CEC-R,1
353,354,done my meter says 3.09,CEC-R,CEC-R,1
354,355,I disconnected my resistor from the board,CEC-R,CEC-R,1
355,356,no longer moving stuff,CEC-R,CEC-R,1
356,357,done,CEC-R,CEC-R,1
357,358,don,CEC-R,CEC-R,1
358,359,I need to go higher,CEC-R,CEC-R,1
359,360,Let me see.,CEC-R,CEC-R,1
360,361,done,CEC-R,CEC-R,1
361,362,Increased to 180 ohms and im sitting at 3.61V,CEC-R,CEC-R,1
362,363,I havent changed a thing,CEC-R,CEC-R,1
363,364,ah was left clicking,CEC-R,CEC-R,1
364,365,I literally did nothing for a solid 5 minutes,CEC-R,CEC-R,1
365,366,let me see if i can do addition,CEC-R,CEC-R,1
366,367,ill drop mine one down,CEC-R,CEC-R,1
367,368,im dropping,CEC-R,CEC-R,1
368,369,i went down so maybe go down with yours,CEC-R,CEC-R,1
369,370,try going up and well go down,CEC-R,CEC-R,1
370,371,i refreshed by accident,CEC-R,CEC-R,1
371,372,OK IM GONNA DECREASE MINE,CEC-R,CEC-R,1
372,373,im at 2.77 goin to 1.77,CEC-R,CEC-R,1
373,374,LET ME CHANGE MINE A LITTLE,CEC-R,CEC-R,1
374,375,cant go any higher,CEC-R,CEC-R,1
375,376,GONNA CHANGE MINE,CEC-R,CEC-R,1
376,377,i am,CEC-R,CEC-R,1
377,378,i am,CEC-R,CEC-R,1
378,379,im set,CEC-R,CEC-R,1
379,380,im going first,CEC-R,CEC-R,1
380,381,changed mine to 1k,CEC-R,CEC-R,1
381,382,just did,CEC-R,CEC-R,1
382,383,im good,CEC-R,CEC-R,1
383,384,there,CEC-R,CEC-R,1
384,385,just typing it,CEC-R,CEC-R,1
385,386,your lost i cant do shit,CEC-R,CEC-R,1
386,387,ive been trying the whole time and i cant get it to change,CEC-R,CEC-R,1
387,388,trying to calculate this shit,CEC-R,CEC-R,1
388,389,mines changed,CEC-R,CEC-R,1
389,390,i lowered mine to 120 cuz i was getting too hot,CEC-R,CEC-R,1
390,391,ok im going now,CEC-R,CEC-R,1
391,392,let me get some readings and ill do some math,CEC-R,CEC-R,1
392,393,ok ill try,CEC-R,CEC-R,1
393,394,i changed to 630r and im at 4.39 now,CEC-R,CEC-R,1
394,395,im gonna try the math,CEC-R,CEC-R,1
395,396,can you get any closer right now i just lowered my resistance,CEC-R,CEC-R,1
396,397,i opened the circuit,CEC-R,CEC-R,1
397,398,to measure current,CEC-R,CEC-R,1
398,399,closed again,CEC-R,CEC-R,1
399,400,ok ill adjust mine,CEC-R,CEC-R,1
400,401,ok plum adjust yours again,CEC-R,CEC-R,1
401,402,ok ill go again,CEC-R,CEC-R,1
402,403,let me try adjusting,CEC-R,CEC-R,1
403,404,ill try one more time,CEC-R,CEC-R,1
404,405,it brought mine to 4 something so i adjusted down one,CEC-R,CEC-R,1
405,406,im good,CEC-R,CEC-R,1
406,407,"so u guys can talk, ill just keep sending my value",CEC-R,CEC-R,1
407,408,ok ill try,CEC-R,CEC-R,1
408,409,ok ill try now,CEC-R,CEC-R,1
409,410,Got it i think. I just changed the resistor,CEC-R,CEC-R,1
410,411,i will change the resistor,CEC-R,CEC-R,1
411,412,ill take 680,CEC-R,CEC-R,1
412,413,thats what i have selected,CEC-R,CEC-R,1
413,414,Ima stay at 120,CEC-R,CEC-R,1
414,415,I moved upi to 150 and now im at 1.01 voly,CEC-R,CEC-R,1
415,416,I just switched the meter to amps,CEC-R,CEC-R,1
416,417,im going to 470,CEC-R,CEC-R,1
417,418,Because I took out my resistor and it read 15 volts,CEC-R,CEC-R,1
418,419,I'm leaving at 1k,CEC-R,CEC-R,1
419,420,Dropping mine from 560,CEC-R,CEC-R,1
420,421,I'll bump mine down one,CEC-R,CEC-R,1
421,422,i bump it up to 330 now,CEC-R,CEC-R,1
422,423,Bumping mine up one,CEC-R,CEC-R,1
423,424,i bump one down now,CEC-R,CEC-R,1
424,425,Bumping up,CEC-R,CEC-R,1
425,426,dropping to 8xxohm,CEC-R,CEC-R,1
426,427,Bumping down to 680,CEC-R,CEC-R,1
427,428,bumping back up,CEC-R,CEC-R,1
428,429,let me calculate,CEC-R,CEC-R,1
429,430,I did 3.78v/.0054870 and got 688.801Ohm,CEC-R,CEC-R,1
430,431,I did 3.97v (what the multimeter shows rn) divided by 390ohm (what the thing on the breadboard is rn),CEC-R,CEC-R,1
431,432,then divided my target voltage by .009718,CEC-R,CEC-R,1
432,433,moving mine from 390 to 330 puts me at 3.4,CEC-R,CEC-R,1
433,434,recalculated my current and it says my R should be 381ohm now,CEC-R,CEC-R,1
434,435,I'll go down one,CEC-R,CEC-R,1
435,436,I gotta go up,CEC-R,CEC-R,1
436,437,I didn't change,CEC-R,CEC-R,1
437,438,Gonna do 390,CEC-R,CEC-R,1
438,439,just did,CEC-R,CEC-R,1
439,440,im at 3.1 after i went up to 330ohms,CEC-R,CEC-R,1
440,441,dropping to 270 puts me back at 3.32,CEC-R,CEC-R,1
441,442,sorry i am calculating,CEC-R,CEC-R,1
442,443,let me calculate,CEC-R,CEC-R,1
443,444,I'm going back to 150,CEC-R,CEC-R,1
444,445,I'll just multiply it by 4,CEC-R,CEC-R,1
445,446,i rounded a few decimal places for reference,CEC-R,CEC-R,1
446,447,ok i'm locked in,CEC-R,CEC-R,1
447,448,well i tried a bunch of the usual; values for e and none worked,CEC-R,CEC-R,1
448,449,Set,CEC-R,CEC-R,1
449,450,done,CEC-R,CEC-R,1
450,451,okay im going to put my resistor up a notch,CEC-R,CEC-R,1
451,452,so let me put it at 270,CEC-R,CEC-R,1
452,453,done,CEC-R,CEC-R,1
453,454,i just went down from 220 to 180 and  our  voltage went down to 3.09,CEC-R,CEC-R,1
454,455,ill drop,CEC-R,CEC-R,1
455,456,i just dropped  to 150 and the voltmeter went to 2.95,CEC-R,CEC-R,1
456,457,so maynard and I have to increase  our r,CEC-R,CEC-R,1
457,458,just went to 220 and i am at 3.38,CEC-R,CEC-R,1
458,459,ok let me try again,CEC-R,CEC-R,1
459,460,ok just did that. my voltmeter now reads 7.50,CEC-R,CEC-R,1
460,462,set at 270,CEC-R,CEC-R,1
461,463,i entered it,CEC-R,CEC-R,1
462,464,i just set mine to max resistance and got 2.99,CEC-R,CEC-R,1
463,465,I just changed to 390 ohm,CEC-R,CEC-R,1
464,466,Am,CEC-R,CEC-R,1
465,467,changed mine,CEC-R,CEC-R,1
466,468,okay. let me change mine,CEC-R,CEC-R,1
467,469,done,CEC-R,CEC-R,1
468,470,i went down 1 and i'm at 3.5,CEC-R,CEC-R,1
469,471,im gonna go down one,CEC-R,CEC-R,1
470,472,im gonna do one more,CEC-R,CEC-R,1
471,473,done and 4.18,CEC-R,CEC-R,1
472,474,im going down 1,CEC-R,CEC-R,1
473,475,jk moving up 2,CEC-R,CEC-R,1
474,476,im gonna up 1,CEC-R,CEC-R,1
475,477,i went to 4.61 and then 4.88,CEC-R,CEC-R,1
476,478,done,CEC-R,CEC-R,1
477,479,i went up one and i'm reading 4.67,CEC-R,CEC-R,1
